index_all,info.dates,info.gender,info.match_type,info.outcome.by.runs,info.outcome.by.wickets,info.outcome.result,info.outcome.winner,info.player_of_match,info.teams,info.toss.decision,info.toss.winner,info.venue
3443,"[datetime.date(2015, 12, 1)]",female,IT20,41,,,Bangladesh,['Khadija Tul Kubra'],"['Bangladesh', 'Papua New Guinea']",field,Papua New Guinea,Asian Institute of Technology Ground
3444,"[datetime.date(2015, 12, 1)]",female,IT20,,7,,Ireland,['IMHC Joyce'],"['Ireland', 'Zimbabwe']",field,Ireland,Terdthai Cricket Ground
3445,"[datetime.date(2015, 12, 1)]",female,IT20,,5,,China,['Huang Zhuo'],"['China', 'Netherlands']",bat,Netherlands,Asian Institute of Technology Ground
3446,"[datetime.date(2015, 12, 3)]",female,IT20,31,,,Bangladesh,['Rumana Ahmed'],"['Bangladesh', 'Zimbabwe']",field,Zimbabwe,Terdthai Cricket Ground
3447,"[datetime.date(2015, 12, 3)]",female,IT20,,1,,Papua New Guinea,['P Siaka'],"['Netherlands', 'Papua New Guinea']",field,Papua New Guinea,Asian Institute of Technology Ground
3448,"[datetime.date(2015, 12, 3)]",female,IT20,,9,,Ireland,"[""LK O'Reilly""]","['Ireland', 'Scotland']",field,Ireland,Terdthai Cricket Ground
3449,"[datetime.date(2015, 12, 5)]",female,T20,,2,,Ireland,['Rumana Ahmed'],"['Bangladesh', 'Ireland']",bat,Bangladesh,Terdthai Cricket Ground
3450,"[datetime.date(2015, 12, 5)]",female,IT20,,7,,Papua New Guinea,['T Ruma'],"['China', 'Papua New Guinea']",bat,China,Asian Institute of Technology Ground
3451,"[datetime.date(2015, 12, 5)]",female,IT20,,9,,Thailand,['N Chaiwai'],"['Thailand', 'Netherlands']",field,Thailand,Terdthai Cricket Ground
3452,"[datetime.date(2015, 12, 5)]",female,IT20,,3,,Zimbabwe,['CS Mugeri'],"['Scotland', 'Zimbabwe']",field,Zimbabwe,Asian Institute of Technology Ground
3453,"[datetime.date(2015, 7, 1)]",male,T20,103,,,Netherlands,,"['Netherlands', 'Nepal']",field,Nepal,VRA Ground
3454,"[datetime.date(2015, 7, 2)]",male,T20,18,,,Netherlands,,"['Netherlands', 'Nepal']",bat,Netherlands,Hazelaarweg
3455,"[datetime.date(2016, 3, 4)]",male,T20,,3,,South Africa,['DA Miller'],"['South Africa', 'Australia']",bat,Australia,Kingsmead
3456,"[datetime.date(2016, 3, 6)]",male,T20,,5,,Australia,['DA Warner'],"['South Africa', 'Australia']",field,Australia,New Wanderers Stadium
3457,"[datetime.date(2016, 3, 9)]",male,T20,,6,,Australia,['HM Amla'],"['South Africa', 'Australia']",bat,South Africa,Newlands
3458,"[datetime.date(2015, 7, 10)]",male,ODI,4,,,India,['AT Rayudu'],"['Zimbabwe', 'India']",field,Zimbabwe,Harare Sports Club
3459,"[datetime.date(2015, 7, 12)]",male,ODI,62,,,India,['M Vijay'],"['Zimbabwe', 'India']",field,Zimbabwe,Harare Sports Club
3460,"[datetime.date(2015, 7, 14)]",male,ODI,83,,,India,['KM Jadhav'],"['Zimbabwe', 'India']",field,Zimbabwe,Harare Sports Club
3461,"[datetime.date(2015, 7, 17)]",male,T20,54,,,India,['AR Patel'],"['Zimbabwe', 'India']",bat,India,Harare Sports Club
3462,"[datetime.date(2015, 7, 19)]",male,T20,10,,,Zimbabwe,['CJ Chibhabha'],"['Zimbabwe', 'India']",bat,Zimbabwe,Harare Sports Club
3463,"[datetime.date(2015, 6, 20)]",male,T20,,6,,Scotland,,"['Ireland', 'Scotland']",field,Scotland,"Bready Cricket Club, Magheramason"
3464,"[datetime.date(2015, 10, 29)]",female,T20,,8,,West Indies,['DJS Dottin'],"['West Indies', 'Pakistan']",field,West Indies,"National Cricket Stadium, St George's"
3465,"[datetime.date(2015, 11, 5), datetime.date(2015, 11, 6), datetime.date(2015, 11, 7), datetime.date(2015, 11, 8), datetime.date(2015, 11, 9)]",male,Test,208,,,Australia,['DA Warner'],"['Australia', 'New Zealand']",bat,Australia,"Brisbane Cricket Ground, Woolloongabba"
3466,"[datetime.date(2015, 11, 13), datetime.date(2015, 11, 14), datetime.date(2015, 11, 15), datetime.date(2015, 11, 16), datetime.date(2015, 11, 17)]",male,Test,,,draw,,['LRPL Taylor'],"['Australia', 'New Zealand']",bat,Australia,Western Australia Cricket Association Ground
3467,"[datetime.date(2015, 11, 27), datetime.date(2015, 11, 28), datetime.date(2015, 11, 29)]",male,Test,,3,,Australia,['JR Hazlewood'],"['Australia', 'New Zealand']",bat,New Zealand,Adelaide Oval
3468,"[datetime.date(2015, 12, 10), datetime.date(2015, 12, 11), datetime.date(2015, 12, 12)]",male,Test,212,,,Australia,['AC Voges'],"['Australia', 'West Indies']",bat,Australia,Bellerive Oval
3469,"[datetime.date(2015, 12, 26), datetime.date(2015, 12, 27), datetime.date(2015, 12, 28), datetime.date(2015, 12, 29)]",male,Test,177,,,Australia,['NM Lyon'],"['Australia', 'West Indies']",field,West Indies,Melbourne Cricket Ground
3470,"[datetime.date(2016, 1, 3), datetime.date(2016, 1, 4), datetime.date(2016, 1, 5), datetime.date(2016, 1, 6), datetime.date(2016, 1, 7)]",male,Test,,,draw,,['DA Warner'],"['Australia', 'West Indies']",bat,West Indies,Sydney Cricket Ground
3471,"[datetime.date(2015, 8, 2)]",male,ODI,,7,,Zimbabwe,['CR Ervine'],"['Zimbabwe', 'New Zealand']",field,Zimbabwe,Harare Sports Club
3472,"[datetime.date(2015, 8, 4)]",male,ODI,,10,,New Zealand,"['MJ Guptill', 'TWM Latham']","['Zimbabwe', 'New Zealand']",bat,Zimbabwe,Harare Sports Club
3473,"[datetime.date(2015, 8, 7)]",male,ODI,38,,,New Zealand,['KS Williamson'],"['Zimbabwe', 'New Zealand']",field,Zimbabwe,Harare Sports Club
3474,"[datetime.date(2015, 8, 9)]",male,T20,80,,,New Zealand,['GH Worker'],"['Zimbabwe', 'New Zealand']",field,Zimbabwe,Harare Sports Club
3475,"[datetime.date(2015, 8, 12), datetime.date(2015, 8, 13), datetime.date(2015, 8, 14), datetime.date(2015, 8, 15)]",male,Test,63,,,Sri Lanka,['LD Chandimal'],"['Sri Lanka', 'India']",bat,Sri Lanka,Galle International Stadium
3476,"[datetime.date(2015, 8, 20), datetime.date(2015, 8, 21), datetime.date(2015, 8, 22), datetime.date(2015, 8, 23), datetime.date(2015, 8, 24)]",male,Test,278,,,India,['KL Rahul'],"['Sri Lanka', 'India']",bat,India,P Sara Oval
3477,"[datetime.date(2015, 8, 28), datetime.date(2015, 8, 29), datetime.date(2015, 8, 30), datetime.date(2015, 8, 31), datetime.date(2015, 9, 1)]",male,Test,117,,,India,['CA Pujara'],"['Sri Lanka', 'India']",field,Sri Lanka,Sinhalese Sports Club Ground
3478,"[datetime.date(2016, 1, 29)]",female,T20,,10,,India,['J Goswami'],"['Australia', 'India']",field,India,Melbourne Cricket Ground
3479,"[datetime.date(2016, 1, 31)]",female,T20,15,,,Australia,['EA Perry'],"['Australia', 'India']",field,India,Sydney Cricket Ground
3480,"[datetime.date(2016, 2, 7)]",female,ODI,,5,,India,['M Raj'],"['Australia', 'India']",bat,Australia,Bellerive Oval
3481,"[datetime.date(2016, 1, 12)]",male,ODI,,5,,Australia,['SPD Smith'],"['Australia', 'India']",bat,India,Western Australia Cricket Association Ground
3482,"[datetime.date(2016, 1, 15)]",male,ODI,,7,,Australia,['RG Sharma'],"['Australia', 'India']",bat,India,"Brisbane Cricket Ground, Woolloongabba"
3483,"[datetime.date(2016, 1, 17)]",male,ODI,,3,,Australia,['GJ Maxwell'],"['Australia', 'India']",field,Australia,Melbourne Cricket Ground
3484,"[datetime.date(2016, 1, 20)]",male,ODI,25,,,Australia,['KW Richardson'],"['Australia', 'India']",bat,Australia,Manuka Oval
3485,"[datetime.date(2016, 1, 23)]",male,ODI,,6,,India,['MK Pandey'],"['Australia', 'India']",field,India,Sydney Cricket Ground
3486,"[datetime.date(2016, 1, 26)]",male,T20,37,,,India,['V Kohli'],"['Australia', 'India']",field,Australia,Adelaide Oval
3487,"[datetime.date(2016, 1, 29)]",male,T20,27,,,India,['V Kohli'],"['Australia', 'India']",field,Australia,Melbourne Cricket Ground
3488,"[datetime.date(2016, 1, 31)]",male,T20,,7,,India,['SR Watson'],"['Australia', 'India']",bat,Australia,Sydney Cricket Ground
3489,"[datetime.date(2015, 12, 18)]",male,T20,19,,,Adelaide Strikers,['AI Ross'],"['Adelaide Strikers', 'Melbourne Stars']",field,Melbourne Stars,Adelaide Oval
3490,"[datetime.date(2015, 12, 19)]",male,T20,,7,,Melbourne Renegades,['AJ Finch'],"['Brisbane Heat', 'Melbourne Renegades']",bat,Brisbane Heat,"Brisbane Cricket Ground, Woolloongabba"
3491,"[datetime.date(2015, 12, 20)]",male,T20,95,,,Sydney Sixers,['BJ Haddin'],"['Sydney Sixers', 'Hobart Hurricanes']",bat,Sydney Sixers,Sydney Cricket Ground
3492,"[datetime.date(2015, 12, 21)]",male,T20,,4,,Adelaide Strikers,['AU Rashid'],"['Perth Scorchers', 'Adelaide Strikers']",bat,Perth Scorchers,Western Australia Cricket Association Ground
3493,"[datetime.date(2015, 12, 22)]",male,T20,20,,,Hobart Hurricanes,['TD Paine'],"['Hobart Hurricanes', 'Brisbane Heat']",bat,Hobart Hurricanes,Bellerive Oval
3494,"[datetime.date(2015, 12, 23)]",male,T20,,3,,Sydney Sixers,['MJ Lumb'],"['Melbourne Renegades', 'Sydney Sixers']",field,Sydney Sixers,Docklands Stadium
3495,"[datetime.date(2015, 12, 26)]",male,T20,,9,,Perth Scorchers,['DJ Willey'],"['Perth Scorchers', 'Brisbane Heat']",bat,Brisbane Heat,Western Australia Cricket Association Ground
3496,"[datetime.date(2015, 12, 27)]",male,T20,,5,,Melbourne Stars,['GJ Maxwell'],"['Sydney Sixers', 'Melbourne Stars']",bat,Sydney Sixers,Sydney Cricket Ground
3497,"[datetime.date(2015, 12, 28)]",male,T20,,7,,Sydney Thunder,['JH Kallis'],"['Sydney Thunder', 'Adelaide Strikers']",bat,Adelaide Strikers,Sydney Showground Stadium
3498,"[datetime.date(2015, 12, 29)]",male,T20,15,,,Hobart Hurricanes,['CA Lynn'],"['Brisbane Heat', 'Hobart Hurricanes']",bat,Hobart Hurricanes,"Brisbane Cricket Ground, Woolloongabba"
3499,"[datetime.date(2015, 12, 30)]",male,T20,,10,,Perth Scorchers,['M Klinger'],"['Melbourne Renegades', 'Perth Scorchers']",field,Perth Scorchers,Docklands Stadium
3500,"[datetime.date(2015, 12, 31)]",male,T20,,5,,Adelaide Strikers,['TM Head'],"['Adelaide Strikers', 'Sydney Sixers']",field,Adelaide Strikers,Adelaide Oval
3501,"[datetime.date(2016, 1, 1)]",male,T20,11,,,Hobart Hurricanes,['SW Tait'],"['Hobart Hurricanes', 'Sydney Thunder']",field,Sydney Thunder,Bellerive Oval
3502,"[datetime.date(2016, 1, 2)]",male,T20,,7,,Melbourne Stars,['LJ Wright'],"['Melbourne Stars', 'Melbourne Renegades']",field,Melbourne Stars,Melbourne Cricket Ground
3503,"[datetime.date(2016, 1, 2)]",male,T20,,9,,Perth Scorchers,['DJ Willey'],"['Perth Scorchers', 'Sydney Sixers']",bat,Sydney Sixers,Western Australia Cricket Association Ground
3504,"[datetime.date(2016, 1, 3)]",male,T20,,6,,Brisbane Heat,['CA Lynn'],"['Brisbane Heat', 'Sydney Thunder']",field,Brisbane Heat,"Brisbane Cricket Ground, Woolloongabba"
3505,"[datetime.date(2016, 1, 4)]",male,T20,,5,,Melbourne Renegades,['CP Tremain'],"['Hobart Hurricanes', 'Melbourne Renegades']",field,Melbourne Renegades,Bellerive Oval
3506,"[datetime.date(2016, 1, 5)]",male,T20,36,,,Adelaide Strikers,['TM Head'],"['Adelaide Strikers', 'Perth Scorchers']",bat,Adelaide Strikers,Adelaide Oval
3507,"[datetime.date(2016, 1, 6)]",male,T20,,8,,Melbourne Stars,['GJ Maxwell'],"['Melbourne Stars', 'Hobart Hurricanes']",field,Melbourne Stars,Melbourne Cricket Ground
3508,"[datetime.date(2016, 1, 7)]",male,T20,30,,,Perth Scorchers,['CT Bancroft'],"['Sydney Thunder', 'Perth Scorchers']",field,Sydney Thunder,Sydney Showground Stadium
3509,"[datetime.date(2016, 1, 8)]",male,T20,,8,,Adelaide Strikers,['DPMD Jayawardene'],"['Brisbane Heat', 'Adelaide Strikers']",field,Adelaide Strikers,"Brisbane Cricket Ground, Woolloongabba"
3510,"[datetime.date(2016, 1, 9)]",male,T20,,8,,Melbourne Stars,['MP Stoinis'],"['Melbourne Renegades', 'Melbourne Stars']",field,Melbourne Stars,Docklands Stadium
3511,"[datetime.date(2016, 1, 10)]",male,T20,1,,,Perth Scorchers,['MA Carberry'],"['Hobart Hurricanes', 'Perth Scorchers']",bat,Perth Scorchers,Bellerive Oval
3512,"[datetime.date(2016, 1, 10)]",male,T20,6,,,Brisbane Heat,['JA Burns'],"['Sydney Sixers', 'Brisbane Heat']",bat,Brisbane Heat,Sydney Cricket Ground
3513,"[datetime.date(2016, 1, 11)]",male,T20,,5,,Melbourne Renegades,['CL White'],"['Sydney Thunder', 'Melbourne Renegades']",bat,Sydney Thunder,Sydney Showground Stadium
3514,"[datetime.date(2016, 1, 13)]",male,T20,,6,,Adelaide Strikers,['AU Rashid'],"['Adelaide Strikers', 'Hobart Hurricanes']",bat,Hobart Hurricanes,Adelaide Oval
3515,"[datetime.date(2016, 1, 14)]",male,T20,56,,,Brisbane Heat,['S Badree'],"['Melbourne Stars', 'Brisbane Heat']",field,Melbourne Stars,Melbourne Cricket Ground
3516,"[datetime.date(2016, 1, 16)]",male,T20,46,,,Sydney Thunder,['SR Watson'],"['Sydney Sixers', 'Sydney Thunder']",field,Sydney Sixers,Sydney Cricket Ground
3517,"[datetime.date(2016, 1, 18)]",male,T20,27,,,Adelaide Strikers,['TM Head'],"['Melbourne Renegades', 'Adelaide Strikers']",field,Melbourne Renegades,Docklands Stadium
3518,"[datetime.date(2016, 1, 21)]",male,T20,,8,,Sydney Thunder,['UT Khawaja'],"['Adelaide Strikers', 'Sydney Thunder']",bat,Adelaide Strikers,Adelaide Oval
3519,"[datetime.date(2016, 1, 22)]",male,T20,,7,,Melbourne Stars,['KP Pietersen'],"['Melbourne Stars', 'Perth Scorchers']",field,Melbourne Stars,Melbourne Cricket Ground
3520,"[datetime.date(2016, 1, 24)]",male,T20,,3,,Sydney Thunder,['UT Khawaja'],"['Melbourne Stars', 'Sydney Thunder']",field,Sydney Thunder,Melbourne Cricket Ground
3521,"[datetime.date(2015, 10, 13), datetime.date(2015, 10, 14), datetime.date(2015, 10, 15), datetime.date(2015, 10, 16), datetime.date(2015, 10, 17)]",male,Test,,,draw,,['AN Cook'],"['England', 'Pakistan']",bat,Pakistan,Sheikh Zayed Stadium
3522,"[datetime.date(2015, 10, 22), datetime.date(2015, 10, 23), datetime.date(2015, 10, 24), datetime.date(2015, 10, 25), datetime.date(2015, 10, 26)]",male,Test,178,,,Pakistan,['Wahab Riaz'],"['England', 'Pakistan']",bat,Pakistan,Dubai International Cricket Stadium
3523,"[datetime.date(2015, 11, 1), datetime.date(2015, 11, 2), datetime.date(2015, 11, 3), datetime.date(2015, 11, 4), datetime.date(2015, 11, 5)]",male,Test,127,,,Pakistan,['Mohammad Hafeez'],"['England', 'Pakistan']",bat,Pakistan,Sharjah Cricket Stadium
3524,"[datetime.date(2015, 11, 11)]",male,ODI,,6,,Pakistan,['Mohammad Hafeez'],"['England', 'Pakistan']",bat,England,Sheikh Zayed Stadium
3525,"[datetime.date(2015, 11, 13)]",male,ODI,95,,,England,['AD Hales'],"['England', 'Pakistan']",bat,England,Sheikh Zayed Stadium
3526,"[datetime.date(2015, 11, 17)]",male,ODI,,6,,England,['JWA Taylor'],"['England', 'Pakistan']",bat,Pakistan,Sharjah Cricket Stadium
3527,"[datetime.date(2015, 11, 20)]",male,ODI,84,,,England,['JC Buttler'],"['England', 'Pakistan']",bat,England,Dubai International Cricket Stadium
3528,"[datetime.date(2015, 11, 26)]",male,T20,14,,,England,['SW Billings'],"['England', 'Pakistan']",bat,England,Dubai International Cricket Stadium
3529,"[datetime.date(2015, 11, 27)]",male,T20,3,,,England,['LE Plunkett'],"['England', 'Pakistan']",bat,England,Dubai International Cricket Stadium
3530,"[datetime.date(2015, 11, 30)]",male,T20,,,tie,,['Shoaib Malik'],"['England', 'Pakistan']",bat,England,Sharjah Cricket Stadium
3531,"[datetime.date(2015, 10, 2)]",male,T20,,7,,South Africa,['JP Duminy'],"['India', 'South Africa']",field,South Africa,Himachal Pradesh Cricket Association Stadium
3532,"[datetime.date(2015, 10, 5)]",male,T20,,6,,South Africa,['JA Morkel'],"['India', 'South Africa']",field,South Africa,Barabati Stadium
3533,"[datetime.date(2015, 10, 11)]",male,ODI,5,,,South Africa,['AB de Villiers'],"['India', 'South Africa']",bat,South Africa,Green Park
3534,"[datetime.date(2015, 10, 14)]",male,ODI,22,,,India,['MS Dhoni'],"['India', 'South Africa']",bat,India,Holkar Cricket Stadium
3535,"[datetime.date(2015, 10, 18)]",male,ODI,18,,,South Africa,['M Morkel'],"['India', 'South Africa']",bat,South Africa,Saurashtra Cricket Association Stadium
3536,"[datetime.date(2015, 10, 22)]",male,ODI,35,,,India,['V Kohli'],"['India', 'South Africa']",bat,India,"MA Chidambaram Stadium, Chepauk"
3537,"[datetime.date(2015, 10, 25)]",male,ODI,214,,,South Africa,['Q de Kock'],"['India', 'South Africa']",bat,South Africa,Wankhede Stadium
3538,"[datetime.date(2015, 11, 5), datetime.date(2015, 11, 6), datetime.date(2015, 11, 7)]",male,Test,108,,,India,['RA Jadeja'],"['India', 'South Africa']",bat,India,"Punjab Cricket Association Stadium, Mohali"
3539,"[datetime.date(2015, 11, 14), datetime.date(2015, 11, 15), datetime.date(2015, 11, 16), datetime.date(2015, 11, 17), datetime.date(2015, 11, 18)]",male,Test,,,draw,,,"['India', 'South Africa']",field,India,M Chinnaswamy Stadium
3540,"[datetime.date(2015, 11, 25), datetime.date(2015, 11, 26), datetime.date(2015, 11, 27)]",male,Test,124,,,India,['R Ashwin'],"['India', 'South Africa']",bat,India,"Vidarbha Cricket Association Stadium, Jamtha"
3541,"[datetime.date(2015, 12, 3), datetime.date(2015, 12, 4), datetime.date(2015, 12, 5), datetime.date(2015, 12, 6), datetime.date(2015, 12, 7)]",male,Test,337,,,India,['AM Rahane'],"['India', 'South Africa']",bat,India,Feroz Shah Kotla
3542,"[datetime.date(2016, 2, 7)]",female,ODI,,7,,England,['A Shrubsole'],"['South Africa', 'England']",bat,South Africa,Willowmoore Park
3543,"[datetime.date(2016, 2, 18)]",female,T20,15,,,England,['SJ Taylor'],"['South Africa', 'England']",field,South Africa,Boland Park
3544,"[datetime.date(2016, 2, 21)]",female,T20,,4,,England,['SJ Taylor'],"['South Africa', 'England']",field,England,New Wanderers Stadium
3545,"[datetime.date(2016, 2, 24)]",female,ODI,16,,,West Indies,['DJS Dottin'],"['South Africa', 'West Indies']",bat,West Indies,Buffalo Park
3546,"[datetime.date(2016, 2, 27)]",female,ODI,57,,,West Indies,['SR Taylor'],"['South Africa', 'West Indies']",bat,West Indies,Buffalo Park
3547,"[datetime.date(2016, 2, 29)]",female,ODI,35,,,South Africa,['T Chetty'],"['South Africa', 'West Indies']",bat,South Africa,Buffalo Park
3548,"[datetime.date(2016, 3, 4)]",female,T20,11,,,South Africa,['S Ismail'],"['South Africa', 'West Indies']",bat,South Africa,Kingsmead
3549,"[datetime.date(2016, 3, 9)]",female,T20,4,,,South Africa,['L Lee'],"['South Africa', 'West Indies']",bat,South Africa,Newlands
3550,"[datetime.date(2015, 9, 14), datetime.date(2015, 9, 15)]",male,ODM,,,no result,,,"['Netherlands', 'Scotland']",field,Scotland,VRA Ground
3551,"[datetime.date(2015, 11, 11), datetime.date(2015, 11, 12), datetime.date(2015, 11, 13), datetime.date(2015, 11, 14)]",male,MDM,276,,,Hong Kong,['Babar Hayat'],"['United Arab Emirates', 'Hong Kong']",bat,Hong Kong,ICC Academy
3552,"[datetime.date(2015, 11, 16)]",male,ODI,89,,,Hong Kong,['MS Chapman'],"['United Arab Emirates', 'Hong Kong']",bat,Hong Kong,ICC Academy
3553,"[datetime.date(2015, 9, 7)]",male,ODM,188,,,Guernsey,['OE Newey'],"['Fiji', 'Guernsey']",field,Fiji,Castle Park Cricket Ground
3554,"[datetime.date(2015, 9, 7)]",male,ODM,,4,,Vanuatu,['A Mansale'],"['Cayman Islands', 'Vanuatu']",bat,Cayman Islands,Ashlyns Road
3555,"[datetime.date(2015, 9, 8)]",male,ODM,,4,,Vanuatu,['J Rasu'],"['Norway', 'Vanuatu']",bat,Norway,West Mersea Cricket Club
3556,"[datetime.date(2015, 9, 8)]",male,ODM,,6,,Suriname,['G Singh'],"['Fiji', 'Suriname']",bat,Fiji,Castle Park Cricket Ground
3557,"[datetime.date(2015, 9, 8)]",male,ODM,151,,,Guernsey,['MWR Stokes'],"['Botswana', 'Guernsey']",bat,Guernsey,Ashlyns Road
3558,"[datetime.date(2015, 9, 10)]",male,ODM,44,,,Guernsey,['DR Hooper'],"['Guernsey', 'Suriname']",field,Suriname,Star Stile
3559,"[datetime.date(2015, 9, 11)]",male,ODM,22,,,Guernsey,['DR Hooper'],"['Guernsey', 'Norway']",bat,Guernsey,Ashlyns Road
3560,"[datetime.date(2015, 9, 11)]",male,ODM,,4,,Suriname,['MC Patandin'],"['Suriname', 'Vanuatu']",field,Suriname,Hare Field
3561,"[datetime.date(2015, 9, 13)]",male,ODM,133,,,Fiji,['J Wesele'],"['Botswana', 'Fiji']",field,Botswana,Cricket Field Lane
3562,"[datetime.date(2015, 9, 13)]",male,ODM,,6,,Suriname,['G Singh'],"['Guernsey', 'Suriname']",field,Suriname,County Ground
3563,"[datetime.date(2016, 5, 19), datetime.date(2016, 5, 20), datetime.date(2016, 5, 21)]",male,Test,88,,,England,['JM Bairstow'],"['England', 'Sri Lanka']",field,Sri Lanka,Headingley
3564,"[datetime.date(2016, 5, 27), datetime.date(2016, 5, 28), datetime.date(2016, 5, 29), datetime.date(2016, 5, 30)]",male,Test,,9,,England,['JM Anderson'],"['England', 'Sri Lanka']",bat,England,Riverside Ground
3565,"[datetime.date(2016, 6, 9), datetime.date(2016, 6, 10), datetime.date(2016, 6, 11), datetime.date(2016, 6, 12), datetime.date(2016, 6, 13)]",male,Test,,,draw,,['JM Bairstow'],"['England', 'Sri Lanka']",bat,England,Lord's
3566,"[datetime.date(2016, 6, 18)]",male,ODI,136,,,Sri Lanka,,"['Ireland', 'Sri Lanka']",field,Ireland,"The Village, Malahide"
3567,"[datetime.date(2016, 6, 21)]",male,ODI,,,tie,,['CR Woakes'],"['England', 'Sri Lanka']",field,England,Trent Bridge
3568,"[datetime.date(2016, 6, 24)]",male,ODI,,10,,England,['JJ Roy'],"['England', 'Sri Lanka']",bat,Sri Lanka,Edgbaston
3569,"[datetime.date(2016, 6, 26)]",male,ODI,,,no result,,,"['England', 'Sri Lanka']",field,England,County Ground
3570,"[datetime.date(2016, 6, 29)]",male,ODI,,6,,England,['JJ Roy'],"['England', 'Sri Lanka']",field,England,Kennington Oval
3571,"[datetime.date(2016, 7, 2)]",male,ODI,122,,,England,['JC Buttler'],"['England', 'Sri Lanka']",field,Sri Lanka,Sophia Gardens
3572,"[datetime.date(2016, 7, 5)]",male,T20,,8,,England,['JC Buttler'],"['England', 'Sri Lanka']",bat,Sri Lanka,The Rose Bowl
3573,"[datetime.date(2016, 7, 14), datetime.date(2016, 7, 15), datetime.date(2016, 7, 16), datetime.date(2016, 7, 17)]",male,Test,75,,,Pakistan,['Yasir Shah'],"['England', 'Pakistan']",bat,Pakistan,Lord's
3574,"[datetime.date(2016, 7, 22), datetime.date(2016, 7, 23), datetime.date(2016, 7, 24), datetime.date(2016, 7, 25)]",male,Test,330,,,England,['JE Root'],"['England', 'Pakistan']",bat,England,Old Trafford
3575,"[datetime.date(2016, 8, 3), datetime.date(2016, 8, 4), datetime.date(2016, 8, 5), datetime.date(2016, 8, 6), datetime.date(2016, 8, 7)]",male,Test,141,,,England,['MM Ali'],"['England', 'Pakistan']",field,Pakistan,Edgbaston
3576,"[datetime.date(2016, 8, 11), datetime.date(2016, 8, 12), datetime.date(2016, 8, 13), datetime.date(2016, 8, 14)]",male,Test,,10,,Pakistan,['Younis Khan'],"['England', 'Pakistan']",bat,England,Kennington Oval
3577,"[datetime.date(2016, 8, 18)]",male,ODI,255,,,Pakistan,,"['Ireland', 'Pakistan']",field,Ireland,"The Village, Malahide"
3578,"[datetime.date(2016, 8, 24)]",male,ODI,44,,,England,['JJ Roy'],"['England', 'Pakistan']",bat,Pakistan,The Rose Bowl
3579,"[datetime.date(2016, 8, 27)]",male,ODI,,4,,England,['JE Root'],"['England', 'Pakistan']",bat,Pakistan,Lord's
3580,"[datetime.date(2016, 8, 30)]",male,ODI,169,,,England,['AD Hales'],"['England', 'Pakistan']",bat,England,Trent Bridge
3581,"[datetime.date(2016, 9, 1)]",male,ODI,,4,,England,['JM Bairstow'],"['England', 'Pakistan']",bat,Pakistan,Headingley
3582,"[datetime.date(2016, 9, 4)]",male,ODI,,4,,Pakistan,['Sarfraz Ahmed'],"['England', 'Pakistan']",field,Pakistan,Sophia Gardens
3583,"[datetime.date(2016, 9, 7)]",male,T20,,9,,Pakistan,['Wahab Riaz'],"['England', 'Pakistan']",bat,England,Old Trafford
3584,"[datetime.date(2015, 12, 10), datetime.date(2015, 12, 11), datetime.date(2015, 12, 12), datetime.date(2015, 12, 13), datetime.date(2015, 12, 14)]",male,Test,122,,,New Zealand,['MJ Guptill'],"['New Zealand', 'Sri Lanka']",field,Sri Lanka,University Oval
3585,"[datetime.date(2015, 12, 18), datetime.date(2015, 12, 19), datetime.date(2015, 12, 20), datetime.date(2015, 12, 21)]",male,Test,,5,,New Zealand,['KS Williamson'],"['New Zealand', 'Sri Lanka']",field,New Zealand,Seddon Park
3586,"[datetime.date(2015, 12, 26)]",male,ODI,,7,,New Zealand,['MJ Henry'],"['New Zealand', 'Sri Lanka']",bat,Sri Lanka,Hagley Oval
3587,"[datetime.date(2015, 12, 28)]",male,ODI,,10,,New Zealand,['MJ Guptill'],"['New Zealand', 'Sri Lanka']",bat,Sri Lanka,Hagley Oval
3588,"[datetime.date(2015, 12, 31)]",male,ODI,,8,,Sri Lanka,['MD Gunathilaka'],"['New Zealand', 'Sri Lanka']",bat,New Zealand,Saxton Oval
3589,"[datetime.date(2016, 1, 2)]",male,ODI,,,no result,,,"['New Zealand', 'Sri Lanka']",field,Sri Lanka,Saxton Oval
3590,"[datetime.date(2016, 1, 5)]",male,ODI,36,,,New Zealand,['MJ Henry'],"['New Zealand', 'Sri Lanka']",field,Sri Lanka,Bay Oval
3591,"[datetime.date(2016, 1, 7)]",male,T20,3,,,New Zealand,['TA Boult'],"['New Zealand', 'Sri Lanka']",field,Sri Lanka,Bay Oval
3592,"[datetime.date(2016, 1, 10)]",male,T20,,9,,New Zealand,['C Munro'],"['New Zealand', 'Sri Lanka']",field,New Zealand,Eden Park
3593,"[datetime.date(2016, 1, 15)]",male,T20,16,,,Pakistan,['Shahid Afridi'],"['New Zealand', 'Pakistan']",field,New Zealand,Eden Park
3594,"[datetime.date(2016, 1, 17)]",male,T20,,10,,New Zealand,['MJ Guptill'],"['New Zealand', 'Pakistan']",bat,Pakistan,Seddon Park
3595,"[datetime.date(2016, 1, 22)]",male,T20,95,,,New Zealand,['CJ Anderson'],"['New Zealand', 'Pakistan']",field,Pakistan,Westpac Stadium
3596,"[datetime.date(2016, 1, 25)]",male,ODI,70,,,New Zealand,['HM Nicholls'],"['New Zealand', 'Pakistan']",field,Pakistan,Basin Reserve
